city,n_rows,temp_nunique,temp_unique_ratio,temp_max_run,temp_variance,hum_nunique,hum_unique_ratio,hum_max_run,hum_variance
Cuddalore,180,43,0.2388888888888889,2,1.2682543209876542,31,0.17222222222222222,2,37.26246913580246
Cuttack,180,25,0.1388888888888889,6,14.80522561728395,20,0.1111111111111111,6,65.32209876543209
Dadra,180,66,0.36666666666666664,3,3.072941666666667,63,0.35,3,343.0822222222222
Daman,180,64,0.35555555555555557,3,2.8689333333333327,61,0.3388888888888889,2,362.17950617283947
Damoh,180,98,0.5444444444444444,3,15.148941666666664,69,0.38333333333333336,3,427.76246913580246
Darbhanga,180,115,0.6388888888888888,3,27.502966358024686,60,0.3333333333333333,2,324.6961728395062
Darjiling,180,90,0.5,2,11.785499691358023,50,0.2777777777777778,3,177.86358024691356
Darrang,180,105,0.5833333333333334,3,17.227850617283952,51,0.2833333333333333,3,255.51515432098765
Datia,179,115,0.6424581005586593,2,23.848229456009488,59,0.329608938547486,3,320.9974719890141
Dausa,180,26,0.14444444444444443,4,30.891683950617285,47,0.2611111111111111,4,216.24802469135804
Dehradun,180,104,0.5777777777777777,2,24.49131358024691,61,0.3388888888888889,2,286.8986111111111
Deoghar,180,106,0.5888888888888889,2,17.352919444444442,62,0.34444444444444444,3,412.1030555555555
Deoria,180,116,0.6444444444444445,2,31.621887654320986,67,0.37222222222222223,3,432.7818209876543
Dewas,180,39,0.21666666666666667,6,8.03358611111111,49,0.2722222222222222,5,258.8475
Dhalai,180,100,0.5555555555555556,3,19.941554320987652,45,0.25,3,171.1097222222222
Dhamtari,179,85,0.4748603351955307,3,9.22295933335414,64,0.3575418994413408,3,393.07818108049054
Dhanbad,180,93,0.5166666666666667,3,14.475633024691362,69,0.38333333333333336,2,435.0351543209877
Dhar,180,40,0.2222222222222222,4,8.362809876543208,43,0.2388888888888889,5,259.0054320987654
Dharmanagar,220,106,0.4818181818181818,4,22.562027066115704,41,0.18636363636363637,6,164.5574173553719
Dharmapuri,180,66,0.36666666666666664,2,3.9268626543209875,41,0.22777777777777777,3,101.70033950617285
Dharwad,180,73,0.40555555555555556,2,4.084833333333333,65,0.3611111111111111,3,364.57580246913585
Dhaulpur,180,126,0.7,2,37.54748487654321,62,0.34444444444444444,2,350.3497222222222
Dhemaji,180,105,0.5833333333333334,2,18.334833024691356,50,0.2777777777777778,3,264.50135802469134
Dhenkanal,180,26,0.14444444444444443,6,14.79711111111111,20,0.1111111111111111,12,65.67145061728394
Dhubri,180,91,0.5055555555555555,3,14.904555555555557,64,0.35555555555555557,2,324.94996913580246
Dhule,180,74,0.4111111111111111,2,4.8665219135802475,65,0.3611111111111111,3,391.85555555555555
Dibrugarh,180,105,0.5833333333333334,2,18.07604043209876,50,0.2777777777777778,3,263.13638888888886
Dimapur,180,95,0.5277777777777778,3,21.514386111111115,43,0.2388888888888889,4,142.06527777777777
Dindigul,180,46,0.25555555555555554,4,5.038135802469137,29,0.16111111111111112,7,62.38691358024691
Dindori,180,112,0.6222222222222222,3,45.708833024691366,66,0.36666666666666664,3,406.2672839506173
Diu,180,76,0.4222222222222222,2,6.664661728395061,63,0.35,3,318.735061728395
Doda,180,131,0.7277777777777777,2,41.410595987654325,72,0.4,3,415.860987654321
Dohad,180,82,0.45555555555555555,2,5.934754320987654,67,0.37222222222222223,5,456.9555555555556
Dumka,180,114,0.6333333333333333,2,18.08645524691358,63,0.35,3,421.25416666666666
Dungarpur,180,89,0.49444444444444446,2,10.40168024691358,65,0.3611111111111111,3,410.12888888888887
Durg,180,83,0.46111111111111114,3,8.213763888888888,69,0.38333333333333336,3,427.4772839506173
Dwarka,180,59,0.3277777777777778,3,5.0462996913580245,47,0.2611111111111111,3,175.8606172839506
East Godavari,306,75,0.24509803921568626,4,4.826623948054166,28,0.0915032679738562,4,47.0575953693024
Enounga,16,10,0.625,1,0.14234374999999966,11,0.6875,2,12.37109375
Ernakulam,180,12,0.06666666666666667,6,1.5211219135802467,13,0.07222222222222222,15,60.6420987654321
Erode,180,56,0.3111111111111111,2,2.1634749999999996,45,0.25,2,107.10246913580248
Etah,180,124,0.6888888888888889,3,35.374719444444445,60,0.3333333333333333,3,269.99555555555554
Etawah,180,118,0.6555555555555556,2,32.68890617283951,61,0.3388888888888889,2,261.19135802469134
Faizabad,180,120,0.6666666666666666,2,29.517099999999996,67,0.37222222222222223,2,344.7363888888889
Faridabad,180,34,0.18888888888888888,5,39.550425617283956,40,0.2222222222222222,3,223.61654320987654
Faridkot,179,118,0.659217877094972,2,38.24824818201679,61,0.3407821229050279,2,320.86988545925533
Farrukhabad,180,111,0.6166666666666667,3,33.47672222222222,66,0.36666666666666664,3,274.3363888888889
Fatehabad,180,117,0.65,2,38.40862222222222,55,0.3055555555555556,2,308.39395061728396
Fatehgarh Sahib,180,114,0.6333333333333333,3,36.635299691358014,63,0.35,2,330.43885802469134
Fatehpur,180,113,0.6277777777777778,2,29.66505277777778,67,0.37222222222222223,2,336.445524691358
Fazilka,180,121,0.6722222222222223,2,40.42164043209876,55,0.3055555555555556,4,246.005524691358
Firozabad,180,116,0.6444444444444445,2,37.83625277777777,60,0.3333333333333333,2,328.96098765432095
Firozpur,180,108,0.6,3,37.133484876543214,55,0.3055555555555556,3,327.9941666666667
Gadag,179,74,0.4134078212290503,2,4.084004868761898,66,0.3687150837988827,4,373.89251271807996
Ganderbal,180,115,0.6388888888888888,2,28.679381172839506,68,0.37777777777777777,3,425.76839506172837
Gandhinagar,180,19,0.10555555555555556,5,11.330573765432101,44,0.24444444444444444,7,225.55111111111114
Ganganagar,180,119,0.6611111111111111,2,45.72222561728395,51,0.2833333333333333,2,204.36083333333332
Ganjam,180,91,0.5055555555555555,2,9.84035061728395,36,0.2,2,71.87728395061728
Garhwa,180,97,0.5388888888888889,3,16.623833024691358,61,0.3388888888888889,3,376.08444444444444
Garhwal,180,103,0.5722222222222222,2,26.542276543209876,63,0.35,2,320.1069135802469
Gariaband,180,90,0.5,2,9.767069135802469,63,0.35,3,378.06246913580253
Gaya,180,48,0.26666666666666666,6,33.86329969135802,35,0.19444444444444445,6,141.96469135802468
