city,n_train_cities,n_test_rows,temp_r2,temp_rmse,temp_mae,hum_r2,hum_rmse,hum_mae,temp_variance,hum_variance,temp_r2_undefined,hum_r2_undefined,temp_test_unique_ratio,temp_test_max_run
Bhabua,551,179,0.9433928533166096,1.1651991001048498,0.8627177930474219,0.8151906700330647,7.690939864522635,5.669074015636406,23.984408726319405,320.06260728441686,False,False,0.6312849162011173,3
Bhadohi,551,179,0.9482961508368903,1.1592857383673612,0.8767186127427771,0.8303108409138534,7.688108459789495,5.63641083593368,25.993101963109766,348.3252083268313,False,False,0.6703910614525139,3
Bhadrak,551,179,0.9058410084822635,1.064859139997709,0.800897708592365,0.6481179481868578,8.865579974479228,6.125623678941439,12.04266283823851,223.3660622327643,False,False,0.5195530726256983,3
Bhagalpur,551,179,0.9330092171232056,1.2655808063265483,0.9483549945414353,0.8066202417538951,8.04785196100843,5.824845558825768,23.90918136138073,334.92606348116476,False,False,0.6201117318435754,3
Bhandara,551,179,0.7887733767866268,1.343742522739825,1.0058463464224452,0.8091866682817634,7.453057423869009,5.338427363470285,8.54837302206548,291.1120751537093,False,False,0.44692737430167595,3
Bharatpur,551,179,0.9540731661467019,1.3723515739843426,1.0052114946563986,0.6821565605081713,10.47896764800112,7.494834311518914,41.007591523360695,345.48066539745946,False,False,0.6536312849162011,3
Bharuch,551,179,0.8495759889095857,0.9426264126972922,0.7104711257174844,0.8661426999584017,7.803965375860856,5.537868469448312,5.906932992103867,454.9761243406885,False,False,0.46368715083798884,3
Bhavnagar,551,179,0.8822665056231549,0.891267844032182,0.7086903368483848,0.765343085872272,7.2397207120755604,5.135208132284693,6.747089042164726,223.3625042913767,False,False,0.4022346368715084,2
Bhilwara,551,179,0.9468716380142876,0.9848114440815658,0.7573964961106432,0.7840426184112608,8.864157627690537,6.246644490258666,18.254912143815737,363.8370213164383,False,False,0.5251396648044693,2
Bhind,551,179,0.9464609312894257,1.3238396028015782,0.9875828162017368,0.6449909659056667,10.102547631946146,7.291361403104828,32.73406385568491,287.4897787210137,False,False,0.659217877094972,2
Bhiwani,551,179,0.9597228340250413,1.2786342577743282,0.9659271903564739,0.673191119704313,9.579176500906703,7.287771814045127,40.591375425236414,280.7776286632752,False,False,0.659217877094972,2
Bhojpur,551,179,0.7926792569480123,1.8065675953085587,1.2125628632216296,0.7366455920370123,8.99560220572647,6.623377321214624,15.742209044661527,307.2698105552261,False,False,0.553072625698324,3
Bhopal,551,179,0.8407665346922283,1.2877485004527158,0.9755505089017312,0.7107813584327201,10.895728533008167,7.918954720067421,10.414244249555258,410.4745794450859,False,False,0.40782122905027934,4
Bid,551,179,0.7365205237666854,1.2649424904367157,0.9817018742476687,0.9319550391822715,5.267911645918784,3.9708944544526252,6.072880996223589,407.83171561436905,False,False,0.48044692737430167,2
Bidar,551,179,0.8064208130682626,1.0387496125790412,0.8031195934664948,0.8798648103695493,7.060133786731565,5.374758144888865,5.573950251240597,414.91164445554136,False,False,0.441340782122905,2
Bijapur,551,179,0.7049274059081324,1.196377816319283,0.9004243228197601,0.8511696704887574,7.730412758594097,5.84661027204923,4.850738116787866,401.5262320152304,False,False,0.43575418994413406,2
Bijnor,551,179,0.9646317660373157,0.9819601788773272,0.7699711492215642,0.7779245361149225,8.98410766867432,6.704648649348703,27.263046097187985,363.453887207016,False,False,0.6368715083798883,2
Bikaner,551,178,0.9485470809601375,1.4369761129740435,1.0752357004234512,0.6198062798732284,8.265162926600365,6.732784462290845,40.13184067668224,179.67923873248327,False,False,0.6292134831460674,2
Bilaspur,551,179,0.8791132358683632,1.1266491306333442,0.81824826720115,0.8389669351423773,8.26832132164941,5.68789785875641,10.50022533628788,424.5409943509878,False,False,0.5586592178770949,3
Bishnupur,551,179,0.8967866407500001,1.4624338879272922,1.1197746074665178,0.5458236594944349,7.242118071578594,4.9917004540425625,20.721279610499046,115.47997877719172,False,False,0.1340782122905028,4
Biswanath,551,179,0.890431504204061,1.0694518184920294,0.8057709112391644,0.7358548757467371,9.58702133962996,6.691597877325014,10.438467588402357,347.9563684029837,False,False,0.5251396648044693,2
Bokaro,551,179,0.8969684462053156,1.318627465786598,0.9570897778438996,0.8397264664749535,8.322411122951069,5.920841454491844,16.876173652507724,432.1519927592772,False,False,0.5865921787709497,3
Bongaigaon,551,179,0.9563637056020018,0.8641480888832935,0.6498414546808856,0.8824213257965687,6.12099874458861,4.356639413627237,17.113091975905867,318.65154021410075,False,False,0.553072625698324,2
Budaun,551,179,0.9505557188074465,1.3099247486968535,0.9447825554369128,0.798699432022955,9.860527499455959,7.548157818298452,34.70376767266939,483.0090821135421,False,False,0.6424581005586593,3
Buddha Gaya,551,179,0.8892947397113202,1.9026637788206933,1.4434349640381825,0.602538560118218,8.235120531319424,5.746679491544853,32.700609219437595,170.62588558409539,False,False,0.30726256983240224,4
Bulandshahr,551,179,0.9663831337648673,1.0619704431085295,0.7882509474944538,0.7996732028791069,8.83070138233749,6.679526952216257,33.548077151150096,389.27037233544524,False,False,0.5865921787709497,3
Buldana,551,178,0.7922342704285634,1.006980020296493,0.770259427082245,0.9259905371200454,5.9083447686611965,4.620188901438162,4.880539073349324,471.6766822370913,False,False,0.43258426966292135,3
Bundi,551,179,0.9367985695547059,1.113917358558295,0.844182311854514,0.8161467068354884,7.7071535268762705,5.5036095145886845,19.632655035735464,323.0848600230954,False,False,0.5865921787709497,3
Burhanpur,551,179,0.8163710457267193,1.0038810706433339,0.7662028082062062,0.9111888691977854,6.408590318770286,5.060829125558969,5.4881170999656685,462.4423707125246,False,False,0.44692737430167595,2
Buxar,551,179,0.9428079436622224,1.2812041855888545,0.9503444472173269,0.7949578438112362,8.093331389886835,5.915676889587293,28.70126150869199,319.4563215879654,False,False,0.664804469273743,2
Calcutta,551,14,0.380181510873677,2.7272370394807774,2.3135380515701294,-0.04455610411920308,11.778544248091114,9.184570751829161,12.0,132.81632653061226,False,False,0.7857142857142857,2
Chamba,551,179,0.9334942408825273,1.3209257412580835,0.9622958948983983,0.8044485261105809,8.877291140152746,6.712503454569071,26.235995755438342,402.9951624481133,False,False,0.6368715083798883,2
Chamoli,551,179,0.9216730818887342,1.571660155976666,1.1273684152547032,0.7418832154754561,11.761600320407625,8.953726130510772,31.535973908429824,535.9405137168004,False,False,0.6312849162011173,2
Champawat,551,179,0.9655023086688745,0.8931390301241737,0.6776463989201356,0.7316897758166787,8.566121003547032,5.88554907521906,23.123209013451515,273.48353671857933,False,False,0.6033519553072626,3
Chandauli,551,179,0.9512658302689001,1.1422432315824889,0.8596991207332016,0.8290118253311463,7.565518537164827,5.559317303963523,26.772172528947284,334.7428607097157,False,False,0.664804469273743,2
Chandel,551,179,0.6525287525052562,0.7696882401118395,0.5967331790249176,0.6311001391773271,7.124033426876788,5.325635094316646,1.7049467869292472,137.57623045472988,False,False,0.29608938547486036,2
Chandigarh,551,179,0.9453794024102002,1.2322376061214324,0.9105045208491415,0.7463720496833708,8.17158484237702,6.189043427102229,27.799211010892297,263.2785493586342,False,False,0.5810055865921788,4
Chandrapur,551,179,0.8296325033134447,1.1897188236250713,0.8591029351919006,0.8951107281375145,7.055056856735838,4.806037413412044,8.308103991760559,474.53687462938115,False,False,0.46368715083798884,2
Chatra,551,179,0.8796104632621016,1.9291490490483136,1.4927715360524068,0.4784905183986006,8.006760545372718,5.960096934618496,30.913118816516334,122.92818576199244,False,False,0.2849162011173184,6
Chennai,551,179,0.3089141806729925,1.0738366969391488,0.8475452038225848,0.5051724146266594,4.120731352722965,3.231362142533014,1.6685702693424047,34.31584532317967,False,False,0.061452513966480445,5
Chhatarpur,551,179,0.9238589766496983,1.232839339176897,0.9147098614840019,0.8133328159682496,8.131974896421422,5.829874524966428,19.961549889204456,354.26160232202494,False,False,0.6256983240223464,2
Chhindwara,551,179,0.8567724912233513,1.01443711229587,0.7572212261824784,0.8681800856223716,7.476275567363375,5.438571678725378,7.184951156330951,424.02315782903156,False,False,0.4581005586592179,2
Chikmagalur,551,179,0.3619341317858159,0.9661954864674541,0.7208405564081359,0.7624437991851012,8.407639958523058,5.59896814553684,1.4630679441964982,297.564994850348,False,False,0.2905027932960894,3
Chitradurga,551,179,0.621662727666483,1.128886339533393,0.8706195393227593,0.8341080349208899,7.7131804651376905,5.912334973038649,3.3683817608688864,358.6258855840954,False,False,0.3743016759776536,3
Chittaurgarh,551,179,0.9454547708278707,0.9576602085749708,0.7373007092212691,0.7982789980616164,8.819727159392741,6.257186116401473,16.813809181985583,385.61967479167316,False,False,0.5363128491620112,2
Chittoor,551,179,0.855583421657716,0.8900241731485428,0.7021345862738267,0.534345513355121,5.926532340316922,4.664113031677679,5.485125308198871,75.42885677725414,False,False,0.43575418994413406,2
Churachandpur,551,179,0.9273410875912366,1.2537883017404874,0.8917608685243652,0.7967751556635924,5.308843412908158,3.2862055617043575,21.63513123810118,138.68293748634562,False,False,0.5977653631284916,3
Churu,551,179,0.9601081808095814,1.2295036010239757,0.9131881327311137,0.6425707110576908,8.917184898675789,6.634560623750043,37.894463968040945,222.4669017820917,False,False,0.6312849162011173,2
Coimbatore,551,179,0.2435713790496582,1.3054138883669675,1.0219230541875768,0.6746386661066588,7.464992800173973,5.68332585456048,2.2528304360038707,171.2745544770762,False,False,0.08379888268156424,5
Cuddalore,551,179,0.45883732922280485,0.7943997109901572,0.6056175690690359,0.40544512628771634,4.653657002421693,3.715085176998062,1.1661390093942132,36.42476826565963,False,False,0.2346368715083799,2
Cuttack,551,179,0.8913979578280171,1.2490519687745143,0.9442222189018988,0.3480473204891288,6.381000096970959,4.707570099484949,14.365575356574391,62.45416809712557,False,False,0.1340782122905028,6
Dadra,551,179,0.7664158102383771,0.8340501691620762,0.6244202661691806,0.8687837211874259,6.7236878576500025,5.184085904097431,2.978111170063356,344.5302581068006,False,False,0.36312849162011174,3
Daman,551,179,0.733298553620495,0.8557250725425676,0.6419242239049734,0.8706040216681705,6.861983481799721,5.290109317325341,2.7456371523984897,363.89706937985704,False,False,0.35195530726256985,3
Damoh,551,179,0.8931517935002414,1.2533908022699796,0.9178460811920409,0.83550759524139,8.407868638819869,5.776221879335061,14.702993664367527,429.75999500639796,False,False,0.5418994413407822,3
Darbhanga,551,179,0.9602656165836589,1.0308661727340986,0.7906269573992067,0.8450277885707866,7.112327405117523,5.320232116617139,26.744722699041855,326.41465622171586,False,False,0.6368715083798883,3
Darjiling,551,179,0.4216491444193813,2.594101268182514,1.6719488961671631,0.43264919721799433,10.057460722921796,8.164649509044146,11.635430854218033,178.28919197278486,False,False,0.5027932960893855,2
Darrang,551,179,0.9374193164197182,1.023624715996193,0.7337528508872446,0.868254209863097,5.818166132564958,4.099124825422609,16.74330638868949,256.9422302674698,False,False,0.5810055865921788,3
Datia,551,178,0.9086355498041745,1.461004569018789,1.0248143467591753,0.7693859161439003,8.626823998412869,6.212796343754593,23.362854437571013,322.7126941042797,False,False,0.6404494382022472,2
Dausa,551,179,0.9243957192019391,1.51733916518533,1.1846019156891827,0.5331985594693813,10.074802217931195,8.035638825462415,30.452219343965545,217.44071658187949,False,False,0.1452513966480447,4
Dehradun,551,179,0.9503974314542921,1.0754164265024313,0.8053568579577421,0.8201346222293515,7.203459854145313,5.5388606899072785,23.315737960737803,288.49261883212137,False,False,0.5754189944134078,2
Deoghar,551,179,0.9206172646837956,1.1529644478919956,0.8404226878720307,0.8162946579618545,8.720599262804551,6.25837488440739,16.74579507506008,413.9719109890453,False,False,0.5865921787709497,2
Deoria,551,179,0.9529733811603305,1.2042371524965545,0.8932029922881881,0.6765104337721444,11.864097995600291,7.751945356395192,30.83757997565619,435.1201273368497,False,False,0.6424581005586593,2
Dewas,551,179,0.7432437029534824,1.4163640098255341,1.1157123071029749,0.7519938383474503,8.03408342612761,6.281230948950286,7.813194968946037,260.2616647420492,False,False,0.2122905027932961,6
Dhalai,551,179,0.9624324886562934,0.8481190948962372,0.6223730935461922,0.8307489476418698,5.3892338876550525,3.831117347898276,19.147022876938923,171.60213476483258,False,False,0.553072625698324,3
Dhamtari,551,178,0.8391194598333716,1.188320766534828,0.8701436720910892,0.8515683463244774,7.655402458846772,5.458080996566564,8.77735891932837,394.8294407271809,False,False,0.47191011235955055,3
Dhanbad,551,179,0.8986375703172513,1.1843351841442484,0.9005113397983986,0.8005977560173946,9.331767279765304,6.54624473337974,13.837965731406635,436.71464685871223,False,False,0.5139664804469274,3
Dhar,551,179,0.7513232136358607,1.4236662090187657,1.109742716009177,0.6997955896759855,8.841861174707587,6.637002082642064,8.150440997471987,260.4175899628601,False,False,0.21787709497206703,4
Dharmanagar,551,219,0.9668549066321769,0.8509882095757456,0.6032855334338622,0.7508577538196842,6.381364642060462,4.423215593874259,21.848812576885386,163.4480515418778,False,False,0.4794520547945205,4
Dharmapuri,551,179,0.7442547986097969,0.9510609885057129,0.721190293217249,0.6205847422354864,5.998534119429788,4.4536265205065755,3.5367897381479985,94.8364907462314,False,False,0.36312849162011174,2
Dharwad,551,179,0.6264141257354472,1.2186853409722007,0.8960144487883813,0.8292854156370953,7.9101466259368305,5.998877868896567,3.9755088792484625,366.5206454230517,False,False,0.4022346368715084,2
Dhaulpur,551,179,0.9454413568809309,1.417673371406755,1.0192905400096928,0.7471232155124508,9.437446475291313,6.773322615237505,36.837385849380475,352.20867014138133,False,False,0.6983240223463687,2
Dhemaji,551,179,0.9394203576816287,1.034418237681552,0.7294050053621435,0.8095194873511407,7.117593382242045,4.816642323834017,17.663047345588463,265.9596766642739,False,False,0.5865921787709497,2
Dhenkanal,551,179,0.894914613042008,1.228202853188818,0.9259305617312977,0.36713323883114946,6.304034939250358,4.646993916649188,14.354824131581413,62.794981430042746,False,False,0.13966480446927373,6
Dhubri,551,179,0.9500645102429229,0.8435278087790433,0.6598713723982399,0.8456284252163565,7.099440582834602,5.078626805486926,14.249167628975373,326.4982990543366,False,False,0.5027932960893855,3
Dhule,551,179,0.8009992512346576,0.9709231593931552,0.7570578410843449,0.9265938015738293,5.375772547989082,4.226044284370657,4.737126806279456,393.68515339720983,False,False,0.40782122905027934,2
Dibrugarh,551,179,0.9444016626424899,0.9835960820994948,0.7208906374566383,0.8121533753209886,7.04994189252776,4.7824881335028095,17.40090259355201,264.5864985487344,False,False,0.5865921787709497,2
Dimapur,551,179,0.969339204742242,0.7950399901050638,0.5932416742312139,0.7606431811685405,5.836268234676813,3.9121605490036426,20.615531350457225,142.3064823195281,False,False,0.5251396648044693,3
Dindigul,551,179,-0.5037457205279534,2.620091889557003,1.8112741591715675,0.364102085938091,5.997189973753429,4.469078489090558,4.565187728223213,56.55984519833963,False,False,0.25139664804469275,4
Dindori,551,179,0.9007962315583057,2.0854781015889845,1.377950463711105,0.7255135934945653,10.581821586268498,7.7717572860267685,43.84126712649418,407.9435098779688,False,False,0.6201117318435754,3
Diu,551,179,0.9007850372654593,0.8100602222394403,0.6267819726484474,0.7222861941991507,9.427323748946236,7.026985533450549,6.613897194219907,320.0216597484473,False,False,0.41899441340782123,2
Doda,551,179,0.9478950740243816,1.4586866965117495,1.046573492590925,0.8054675824981692,9.004899235851775,6.4350730625127195,40.83619425111576,416.83649074623133,False,False,0.7262569832402235,2
Dohad,551,179,0.8349850778203542,0.9762031728074864,0.7194824966543172,0.9088101849376284,6.46951419110563,4.931753421064381,5.775069442277081,458.98342748353673,False,False,0.45251396648044695,2
Dumka,551,179,0.9206590253046097,1.17104364312742,0.8775222112123293,0.8348023045836968,8.35852786151259,5.889606047873311,17.284174027027873,422.91744951780527,False,False,0.6312849162011173,2
Dungarpur,551,179,0.8773724373298063,1.1156493849046447,0.8353686367539989,0.8595409467164796,7.604702494188182,5.506530474616882,10.15003089791205,411.73209325551636,False,False,0.49162011173184356,2
Durg,551,179,0.8277715147489935,1.1598226556339142,0.8239240966612464,0.8240228758469392,8.694367123523966,5.970612376368609,7.810488436690491,429.5559439468181,False,False,0.4581005586592179,3
Dwarka,551,179,0.939646290165214,0.5504778641201855,0.42268430469359775,0.7260985594980383,6.95639295924686,5.340535021196451,5.0208326831247465,176.67451078305922,False,False,0.3240223463687151,3
East Godavari,551,305,0.8897982530337925,0.7024679934846325,0.46977441453471863,0.6081501791222408,4.051875172491402,3.0749018758441102,4.477799086267132,41.89791991400162,False,False,0.24262295081967214,4
Enounga,551,15,-1.1091511343190872,0.5548354040255288,0.4519266891506964,-0.19999143887373716,3.975913382033118,3.1093073579129045,0.14595555555555517,13.173333333333328,False,False,0.6666666666666666,1
Ernakulam,551,179,-0.08793283768748528,1.2224635878255457,0.9413305182813599,0.4869481108492706,5.4138304649218405,4.184046290383585,1.3736300365157144,57.127867419868295,False,False,0.061452513966480445,6
Erode,551,179,0.603309115260423,0.8660245162827866,0.67113154417496,0.7420304505915241,5.181242491508401,3.976249071813524,1.8906369963484289,104.06373084485506,False,False,0.30726256983240224,2
Etah,551,179,0.9657642760828492,1.089230860010301,0.845141560435635,0.7576291578555913,8.111216089466105,6.164698257077214,34.65455759807746,271.45107830592053,False,False,0.6871508379888268,3
Etawah,551,179,0.9598262727184749,1.1318753600073572,0.8551245282628726,0.7417086552149897,8.23650844502604,6.1943958411154005,31.89004150931619,262.649417933273,False,False,0.6536312849162011,2
Faizabad,551,179,0.9488671309031964,1.2096740959658427,0.8561297253703831,0.7720684775637402,8.888110861552033,6.262615645657843,28.617823413751132,346.58880808963517,False,False,0.664804469273743,2
Faridabad,551,179,0.9345127539848339,1.5954287719829832,1.1975860586998177,0.6665706545565055,8.632177689671074,6.419348729675521,38.86852969632658,223.47910489685094,False,False,0.18435754189944134,5
Faridkot,551,178,0.9673550041935018,1.0968051894984268,0.823589137748844,0.6392177503058558,10.789547445629704,6.998260450929598,36.85041440474687,322.67201110970836,False,False,0.6573033707865169,2
Farrukhabad,551,179,0.9630593042225655,1.1054599202451196,0.8235159397860143,0.7143912048127637,8.861002304083241,6.25188233511804,33.08117536905839,274.91226865578477,False,False,0.6145251396648045,3
Fatehabad,551,179,0.9600939383772421,1.2163361990523716,0.9142488776710392,0.6375392429081119,10.602104636402528,7.474158910469699,37.07391030242502,310.11528978496295,False,False,0.6480446927374302,2
Fatehgarh Sahib,551,179,0.9564799071500616,1.2422107561317426,0.9095422929293394,0.7502715072313935,9.108222976993494,6.789176755905323,35.456899597390844,332.19968165787583,False,False,0.6312849162011173,3
Fatehpur,551,179,0.9559197176642975,1.1232508135593078,0.8843564407455048,0.7947184555970792,8.329006443099217,6.50096239582198,28.622602290814893,337.9375799756562,False,False,0.6256983240223464,2
Fazilka,551,179,0.963716795659517,1.1909691592384357,0.8896090422193023,0.6612019161814513,9.15467753032808,6.656026247663856,39.09267563434349,247.36893355388406,False,False,0.6703910614525139,2
Firozabad,551,179,0.9473125036872573,1.3964176468618368,0.9989632391903123,0.7412259525152267,9.251173550881218,6.979688735806388,37.010341749633284,330.72950282450614,False,False,0.6424581005586593,2
Firozpur,551,179,0.9607081108196683,1.1852012789010034,0.893785729356543,0.7441541487241736,9.183619603517856,6.586954337356568,35.75043350706907,329.6472020224088,False,False,0.5977653631284916,3
Gadag,551,178,0.6800325142188337,1.1274449593782232,0.8267035724371451,0.8376629997439451,7.807684440984588,5.782212088413188,3.972691579346041,375.51473930059336,False,False,0.4101123595505618,2
Ganderbal,551,179,0.9139646180831941,1.5381198233350142,1.1034003172830391,0.8368988980207231,8.34548183004249,6.030911930481768,27.498135513872853,427.01775849692586,False,False,0.6368715083798883,2
Gandhinagar,551,179,0.8480558214237773,1.2974191026557225,0.9640798375436828,0.6941930086966379,8.327851154640255,6.576254038386529,11.078386442370714,226.78717892699981,False,False,0.1005586592178771,5
Ganganagar,551,179,0.9580929048984395,1.3679951577228682,0.9960346924957215,0.5953713153199762,9.116049259894172,6.58235294691394,44.65617927030991,205.37929527792517,False,False,0.659217877094972,2
Ganjam,551,179,0.9346730865320694,0.7745207558803163,0.6024653748220851,0.2977078797737216,6.80533728925024,5.059233775309327,9.182775818482568,65.94494553852876,False,False,0.5027932960893855,2
Garhwa,551,179,0.9320783552753689,1.0489310787200306,0.778981954707144,0.8205502193558267,8.238035495094552,6.000560233398497,16.19890702537374,378.18507537217937,False,False,0.5363128491620112,3
Garhwal,551,179,0.9617784916217129,0.9866332610088977,0.7460727289913107,0.754014370434061,8.894328173946905,6.6217039676304115,25.468518460722198,321.60038700415095,False,False,0.5698324022346368,2
Gariaband,551,179,0.8354692579176535,1.2299600655097136,0.8974814709478488,0.8630895835239061,7.202160381799009,5.415877108025306,9.194644986111545,378.8690115789146,False,False,0.4972067039106145,2
Gaya,551,179,0.9009566441833907,1.810181581349875,1.4082160009685463,0.5565717684035715,7.91534298026423,5.4437240745275375,33.08407040978746,141.29153272369777,False,False,0.26256983240223464,6
Geinyale,551,15,-1.0488092799749444,0.666196381810711,0.548994822474904,-0.534792124929117,6.873449807373639,4.704623491285448,0.21662222222222174,30.782222222222217,False,False,0.6666666666666666,2
Ghaziabad,551,177,0.9433472220203544,1.4934945352689417,1.1431320246620729,0.6153227553608613,8.541597704588375,6.438874776241952,39.37187206741357,189.66261291455203,False,False,0.1638418079096045,4
Ghazipur,551,179,0.9496083175755234,1.2175624855808018,0.904365378279002,0.830997692097783,7.434255776137741,5.395356096821265,29.418712274897782,327.0260603601635,False,False,0.6815642458100558,2
Giridih,551,179,0.9240382840301528,1.1224741778441611,0.8233052055922562,0.8331164949064176,8.397597460325422,6.1114418252664615,16.586622140382637,422.56808464155307,False,False,0.5586592178770949,2
Goa,551,188,0.5879760841594877,0.7044166801369058,0.5490225977841174,0.6728402429797249,5.9691743833106825,4.65068844427536,1.2043059642372116,108.91022521502943,False,False,0.24468085106382978,3
Goalpara,551,179,0.9545086215508234,0.846942547450358,0.6525861781458668,0.8624773968576047,6.594617597567591,4.59754652006936,15.768079647951064,316.2315158702912,False,False,0.5139664804469274,2
Godda,551,179,0.9248214638224296,1.2493093281664716,0.9422060294947303,0.8107550920055636,8.212270694169337,5.821245279816843,20.760896351549576,356.3709622046752,False,False,0.6145251396648045,2
Golaghat,551,179,0.947421417907406,0.9549024074693631,0.681874201577849,0.8695671809565488,4.989207170768056,3.6062343420511422,17.34239630473456,190.84298242876315,False,False,0.5865921787709497,3
Gonda,551,179,0.9433753712563054,1.276125570124,0.8851126254264956,0.7592069296963453,8.94214974916676,6.185271783272997,28.759508130208168,332.0778377703567,False,False,0.6145251396648045,2
Gopalganj,551,179,0.9593598699923008,1.0562161282842841,0.818905933720597,0.7879212936276068,8.125665121757251,5.7071183112849555,27.45051527730096,311.32985861864483,False,False,0.6536312849162011,2
Gorakhpur,551,179,0.9609463372885366,1.2135961149311838,0.9274714400764158,0.6736323309867533,10.099028685905315,7.2151653356855405,37.712609469117695,312.50148247557814,False,False,0.6536312849162011,2
Gulbarga,551,179,0.822741097934563,1.0896152199011966,0.8135573624115665,0.8726262425604294,7.123923842387319,5.352011031206598,6.69789394837864,398.4360038700416,False,False,0.45251396648044695,2
