city,n_train_cities,n_test_rows,temp_r2,temp_rmse,temp_mae,hum_r2,hum_rmse,hum_mae,temp_variance,hum_variance,temp_r2_undefined,hum_r2_undefined,temp_test_unique_ratio,temp_test_max_run
Aurangabad,551,179,0.7440526908976548,1.2267877570983823,0.9328888442832304,0.8004177322781934,10.025818297112393,6.588561298949228,5.880148559657938,503.6370899784651,False,False,0.3854748603351955,4
Azamgarh,551,179,0.95308820509867,1.2127354628176696,0.9049407392389907,0.7852822395765036,8.438749982159328,6.014744685801734,31.3509066508536,331.656315345963,False,False,0.659217877094972,3
Badgam,551,178,0.912462627562692,1.5596058883900394,1.112796257654108,0.8332311586762139,8.469849523993089,6.153531157183421,27.786652253503348,430.1663931321803,False,False,0.6348314606741573,2
Bagalkot,551,179,0.6143195000380621,1.279474600766966,0.9125804580161001,0.8269899330236228,7.96522012584409,5.941286722828966,4.244589120189756,366.7112137573734,False,False,0.4301675977653631,2
Bageshwar,551,179,0.847386332711471,1.4088570141565244,0.9856477879635843,0.6561285692475749,11.025054026883103,8.460325639195476,13.005899940700978,353.4804157173622,False,False,0.553072625698324,2
Baghpat,551,179,0.9489088403481626,1.413732620923828,1.0478282069620024,0.6299322415733843,8.683915408662399,6.647965210013312,39.119094909647,203.77453887207014,False,False,0.1787709497206704,4
Bahraich,551,179,0.9608306275151011,1.059999871162102,0.7662167903461636,0.8037204157953969,7.7863276798455425,5.517918057160069,28.68567085921164,308.88030960332077,False,False,0.6536312849162011,2
Baksa Duar,551,179,0.954748604059801,0.8202071757386856,0.6446660199987344,0.7234652809021523,7.470416629788581,5.611814069029763,14.866719515620613,201.8087450454106,False,False,0.5642458100558659,2
Balaghat,551,179,0.8279084399945411,1.2140068432859916,0.9159095604062969,0.8943585375998809,7.011138480750708,4.974431850158962,8.564119097406447,465.31032115102516,False,False,0.4972067039106145,2
Balangir,551,179,0.8747769574841426,1.062228715319707,0.7724963064945298,0.8535001095752315,7.163410341106726,5.1336129701908195,9.01056084391873,350.2695296651165,False,False,0.5251396648044693,3
Baleshwar,551,179,0.8982440616238085,1.1301850766967998,0.8176709420274298,0.6102429097370222,9.609322972068675,6.582566608156166,12.552764270778065,236.91445335663687,False,False,0.553072625698324,2
Ballia,551,179,0.9532769987249907,1.2018427470746111,0.9188705828597004,0.7847096469248813,8.211662632562327,5.953751470062177,30.914666208919826,313.21144783246467,False,False,0.6312849162011173,3
Balod,551,179,0.8400526207353461,1.1873659635561975,0.8689470795379053,0.8558103920164224,7.589205318494992,5.461072001391193,8.81438594301052,399.4465216441434,False,False,0.4692737430167598,3
Baloda Bazar,551,179,0.8516211351512151,1.1506050088589508,0.825448498421252,0.8396232429325756,8.598052821798001,5.834527843437574,8.922375081926281,460.9552760525576,False,False,0.4860335195530726,3
Balrampur,551,179,0.9566437487092624,1.101140543152289,0.80244081883287,0.7045647021826785,9.632670104429849,6.674119485042889,27.96622077962611,314.0732811085796,False,False,0.6201117318435754,2
Banda,551,179,0.9518020568527107,1.1857452171528842,0.9024313704503225,0.7700212608916837,8.466933850129688,5.934626998897347,29.17119752816704,311.71998377079365,False,False,0.6033519553072626,2
Bangalore,551,198,0.49571013942115105,1.2663512494469686,0.884108466520362,0.7157737888065638,5.731383837293529,4.234907974897752,3.180007397204367,115.5725946332007,False,False,0.08080808080808081,10
Banka,551,179,0.927726396150652,1.225008339451834,0.9172771732112401,0.8269567910703463,7.850791192866703,5.679703764261959,20.763395649324302,356.18226647108395,False,False,0.6145251396648045,2
Bankura,551,179,0.886862277657551,1.2620415073224076,0.9527798876732683,0.8003979243364219,9.70504042153805,6.6103997363230675,14.077963858805903,471.8779064323835,False,False,0.5698324022346368,3
Banswara,551,179,0.7435178478362574,1.2060966015704155,0.931434477354538,0.8553323464376897,8.428036803067286,6.00381633275368,5.671618863331356,490.99990636996347,False,False,0.4581005586592179,2
Bara Banki,551,179,0.9165211041766713,1.738043763575662,1.3144083752747155,0.6057859283883947,8.024652568363708,5.935203910330582,36.18634499547454,163.35045722667832,False,False,0.1787709497206704,6
Baramula,551,179,0.8152967718926021,1.8816655822867572,1.281328424638477,0.7673773766052391,9.863106152260677,7.103043605450074,19.169482850098312,418.1917543147842,False,False,0.5810055865921788,3
Baran,551,179,0.9186442849871946,1.2029572431151572,0.8623587517883079,0.8572017190927677,7.215742061621841,5.02689331737678,17.787393651883527,364.6187697013202,False,False,0.5754189944134078,2
Barddhaman,551,255,0.9175315631992084,1.1144900701783096,0.77327276984987,0.8286115252223945,8.765373521056366,5.685412968403572,15.061375778546713,448.2901960784314,False,False,0.39215686274509803,4
Bareilly,551,179,0.9476202313996168,1.2730744468088844,0.9453616415141655,0.7927087121212032,9.984962138890094,7.284285915849335,30.941689710058988,480.9631409756251,False,False,0.5698324022346368,3
Bargarh,551,179,0.8704202887443249,1.0200577641942916,0.7496736873215347,0.8564240513262799,7.381208253023768,4.948406078027174,8.029944134078214,379.4663087918604,False,False,0.4972067039106145,2
Barjala,551,44,0.6012958053981134,1.6419670784811409,1.2396104124596845,-0.05928822377950582,12.773364412654471,8.972058159981918,6.762045454545455,154.02685950413223,False,False,0.7272727272727273,3
Barmer,551,179,0.9293965822270001,1.2095762994056058,0.8838563383273433,0.7067469416921872,10.329542553193242,7.691934229315479,20.72243625355014,363.84769514060105,False,False,0.5307262569832403,2
Barnala,551,179,0.9571016268251631,1.2559312004898586,0.9122208683739259,0.6691750173533386,10.646453514738162,7.087320327918235,36.76976686120907,342.6191442214663,False,False,0.6815642458100558,2
Barpeta,551,179,0.9447108122660935,0.9962827378715715,0.7365329909269338,0.635897784601298,6.086288134687275,4.219702749788507,17.95250273087607,101.73764863768298,False,False,0.5195530726256983,3
Barwani,551,178,0.7992560631515829,0.9433101262948218,0.7334981025990807,0.9063919889831454,6.792050107311982,5.072865482698448,4.432681795227876,492.8204772124731,False,False,0.42696629213483145,2
Bastar,551,193,0.8326119295714819,1.131659505778275,0.8418432528223069,0.8278623435867905,8.209647319955657,6.096502745382293,7.650803511503665,391.5372761684878,False,False,0.45077720207253885,3
Basti,551,178,0.953020847807546,1.1880162817944093,0.8428593514569935,0.6633405290817894,11.444289640617516,7.3069186048112496,30.042744918570893,389.0333606867819,False,False,0.6404494382022472,2
Baudh,551,179,0.8479069938315953,1.2418217326541963,0.9516695231216843,0.7652082008862273,7.2502565904183776,5.38538230232767,10.13933023313879,223.8843981149153,False,False,0.5418994413407822,2
Begusarai,551,179,0.95283701678631,1.1605381514796507,0.8916398210194447,0.801290836725833,7.88002613732037,5.510100945845538,28.55732842295809,312.49093349146403,False,False,0.659217877094972,2
Belgaum,551,179,0.5278049907229518,1.2165518348096387,0.9011251780211684,0.7089333371422513,10.090209242265464,7.170475086246343,3.1342948097749757,349.7903935582534,False,False,0.37988826815642457,2
Bellary,551,179,0.7929140489630102,0.9971470521377493,0.7638659311405621,0.800811327055271,7.92754025071299,5.973382486512048,4.801398832745544,315.50937860865764,False,False,0.4301675977653631,2
Betul,551,179,0.8222800898149214,1.0213770347962225,0.7884672224228263,0.9132445103013435,6.339951890445839,4.64906775376948,5.86997284728941,463.31350457226677,False,False,0.4581005586592179,2
