,1,6,12,24,48
temp,0.9563970301056534,0.8222750442171629,0.6240096825936856,0.21171806555779116,-0.4426915124474855
hum,0.9066896141173997,0.1845724845152923,-0.9419906635104789,-2.3601545933140122,-1.8285521886878433
