,1,6,12,24,48
temp,0.15414109672368076,0.6801651587422114,1.3515304038909401,2.618330310915989,4.889442766840851
hum,0.9825886100267083,2.9528393916776614,4.532082537478998,6.4602057717115615,5.49425368116903
